"","Gross.Charges.Itemcode","Gross.Charges.Description","Gross.Charges.CDM.Revenue.Code","Gross.Charges.HMC.DEFAULT","Gross.Charges.HMC.DEFAULT.Discount.Cash.Price","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES.Discount.Cash.Price","Gross.Charges.HMC.DEFAULT..MOD.50.","Gross.Charges.HMC.DEFAULT..MOD.50..Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS.Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD.","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD..Discount.Cash.Price","Gross.Charges.CDM.Hcpcs","Gross.Charges.CDM.Modifier","Gross.Charges.Note"
"5876","03600255","HC OPER RM TYPE C 17.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5877","03600256","HC OPER RM TYPE C 18.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5878","03600271","HC AMBULATORY SURG  15  MIN","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5879","03600272","HC AMBULATORY SURG  30  MIN","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5880","03600273","HC AMBULATORY SURG  45  MIN","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5881","03600274","HC AMBULATORY SURG 1.00  HR","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5882","03600275","HC AMBULATORY SURG 1.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5883","03600276","HC AMBULATORY SURG 1.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5884","03600277","HC AMBULATORY SURG 1.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5885","03600278","HC AMBULATORY SURG 2.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5886","03600279","HC AMBULATORY SURG 2.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5887","03600280","HC AMBULATORY SURG 2.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5888","03600281","HC AMBULATORY SURG 2.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5889","03600282","HC AMBULATORY SURG 3.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5890","03600283","HC AMBULATORY SURG 3.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5891","03600284","HC AMBULATORY SURG 3.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5892","03600285","HC AMBULATORY SURG 3.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5893","03600286","HC AMBULATORY SURG 4.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5894","03600287","HC AMBULATORY SURG 4.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5895","03600288","HC AMBULATORY SURG 4.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5896","03600289","HC AMBULATORY SURG 4.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5897","03600290","HC AMBULATORY SURG 5.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5898","03600291","HC AMBULATORY SURG 5.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5899","03600292","HC AMBULATORY SURG 5.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5900","03600293","HC AMBULATORY SURG 5.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5901","03600294","HC AMBULATORY SURG 6.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5902","03600491","HC EMBOLTMY FEMPOP ART LEG","361","14,986","10490.2","N/A","N/A","29,972","20980.4","N/A","N/A","N/A","N/A","34201",NA,NA
"5903","03600492","HC OPER RM TYPE A  8.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5904","03600493","HC OPER RM TYPE A  8.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5905","03600494","HC OPER RM TYPE A  8.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5906","03600495","HC OPER RM TYPE A  9.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5907","03600496","HC OPER RM TYPE A  9.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5908","03600497","HC OPER RM TYPE A  9.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5909","03600498","HC OPER RM TYPE A  9.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5910","03600499","HC OPER RM TYPE A 10.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5911","03600500","HC OPER RM TYPE A 10.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5912","03600501","HC OPER RM TYPE A 10.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5913","03600502","HC OPER RM TYPE A 10.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5914","03600503","HC OPER RM TYPE A 11.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5915","03600504","HC OPER RM TYPE A 11.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5916","03600505","HC OPER RM TYPE A 11.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5917","03600506","HC OPER RM TYPE A 11.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5918","03600507","HC OPER RM TYPE A 12.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5919","03600508","HC OPER RM TYPE A 12.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5920","03600509","HC OPER RM TYPE A 12.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5921","03600510","HC OPER RM TYPE A 12.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5922","03600511","HC OPER RM TYPE A 13.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5923","03600512","HC OPER RM TYPE A 13.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5924","03600513","HC OPER RM TYPE A 13.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5925","03600514","HC OPER RM TYPE A 13.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5926","03600515","HC OPER RM TYPE A 14.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5927","03600516","HC OPER RM TYPE A 14.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5928","03600517","HC OPER RM TYPE A 14.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5929","03600518","HC OPER RM TYPE A 14.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5930","03600519","HC OPER RM TYPE A 15.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5931","03600520","HC OPER RM TYPE A 15.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5932","03600521","HC OPER RM TYPE A 15.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5933","03600522","HC OPER RM TYPE A 15.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5934","03600523","HC OPER RM TYPE A 16.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5935","03600524","HC OPER RM TYPE A 16.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5936","03600525","HC OPER RM TYPE A 16.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5937","03600526","HC OPER RM TYPE A 16.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5938","03600527","HC OPER RM TYPE A 17.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5939","03600528","HC OPER RM TYPE A 17.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5940","03600529","HC OPER RM TYPE A 17.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5941","03600530","HC OPER RM TYPE A 17.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5942","03600531","HC OPER RM TYPE A 18.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5943","03600532","HC OPER RM TYPE A 18.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5944","03600533","HC OPER RM TYPE A 18.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5945","03600534","HC OPER RM TYPE A 18.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5946","03600535","HC OPER RM TYPE A 19.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5947","03600536","HC OPER RM TYPE A 19.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5948","03600537","HC OPER RM TYPE A 19.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5949","03600538","HC OPER RM TYPE A 19.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5950","03600539","HC OPER RM TYPE A 20.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5951","03600540","HC OPER RM TYPE A 20.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5952","03600541","HC OPER RM TYPE A 20.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5953","03600542","HC OPER RM TYPE A 20.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5954","03600543","HC OPER RM TYPE A 21.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5955","03600544","HC OPER RM TYPE A 21.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5956","03600545","HC OPER RM TYPE A 21.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5957","03600546","HC OPER RM TYPE A 21.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5958","03600547","HC OPER RM TYPE A 22.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5959","03600548","HC OPER RM TYPE A 22.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5960","03600549","HC OPER RM TYPE A 22.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5961","03600550","HC OPER RM TYPE A 22.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5962","03600551","HC OPER RM TYPE A 23.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5963","03600552","HC OPER RM TYPE A 23.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5964","03600553","HC OPER RM TYPE A 23.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5965","03600554","HC OPER RM TYPE A 23.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5966","03600555","HC OPER RM TYPE B 18.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5967","03600556","HC OPER RM TYPE B 18.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5968","03600557","HC OPER RM TYPE B 18.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5969","03600558","HC OPER RM TYPE B 19.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5970","03600559","HC OPER RM TYPE B 19.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5971","03600560","HC OPER RM TYPE B 19.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5972","03600561","HC OPER RM TYPE B 19.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5973","03600562","HC OPER RM TYPE B 20.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5974","03600563","HC OPER RM TYPE B 20.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5975","03600564","HC OPER RM TYPE B 20.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5976","03600565","HC OPER RM TYPE B 20.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5977","03600566","HC OPER RM TYPE B 21.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5978","03600567","HC OPER RM TYPE B 21.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5979","03600568","HC OPER RM TYPE B 21.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5980","03600569","HC OPER RM TYPE B 21.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5981","03600570","HC OPER RM TYPE B 22.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5982","03600571","HC OPER RM TYPE B 22.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5983","03600572","HC OPER RM TYPE B 22.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5984","03600573","HC OPER RM TYPE B 22.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5985","03600574","HC OPER RM TYPE B 23.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5986","03600575","HC OPER RM TYPE B 23.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5987","03600576","HC OPER RM TYPE B 23.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5988","03600577","HC OPER RM TYPE B 23.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5989","03600578","HC OPER RM TYPE C 18.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5990","03600579","HC OPER RM TYPE C 18.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5991","03600580","HC OPER RM TYPE C 18.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5992","03600581","HC OPER RM TYPE C 19.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5993","03600582","HC OPER RM TYPE C 19.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5994","03600583","HC OPER RM TYPE C 19.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5995","03600584","HC OPER RM TYPE C 19.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5996","03600585","HC OPER RM TYPE C 20.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5997","03600586","HC OPER RM TYPE C 20.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5998","03600587","HC OPER RM TYPE C 20.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"5999","03600588","HC OPER RM TYPE C 20.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6000","03600589","HC OPER RM TYPE C 21.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6001","03600590","HC OPER RM TYPE C 21.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6002","03600591","HC OPER RM TYPE C 21.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6003","03600592","HC OPER RM TYPE C 21.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6004","03600593","HC OPER RM TYPE C 22.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6005","03600594","HC OPER RM TYPE C 22.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6006","03600595","HC OPER RM TYPE C 22.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6007","03600596","HC OPER RM TYPE C 22.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6008","03600597","HC OPER RM TYPE C 23.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6009","03600598","HC OPER RM TYPE C 23.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6010","03600599","HC OPER RM TYPE C 23.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6011","03600600","HC OPER RM TYPE C 23.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6012","03600601","HC OPER RM TYPE A","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6013","03600602","HC OPER RM TYPE B","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6014","03600603","HC OPER RM TYPE C","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6015","03600604","HC AMBULATORY SURG  6.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6016","03600605","HC AMBULATORY SURG  6.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6017","03600606","HC AMBULATORY SURG  6.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6018","03600607","HC AMBULATORY SURG  7.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6019","03600608","HC AMBULATORY SURG  7.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6020","03600609","HC AMBULATORY SURG  7.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6021","03600610","HC AMBULATORY SURG  7.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6022","03600611","HC AMBULATORY SURG  8.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6023","03600612","HC AMBULATORY SURG  8.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6024","03600613","HC AMBULATORY SURG  8.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6025","03600614","HC AMBULATORY SURG  8.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6026","03600615","HC AMBULATORY SURG  9.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6027","03600616","HC AMBULATORY SURG  9.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6028","03600617","HC AMBULATORY SURG  9.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6029","03600618","HC AMBULATORY SURG  9.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6030","03600619","HC AMBULATORY SURG 10.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6031","03600620","HC AMBULATORY SURG 10.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6032","03600621","HC AMBULATORY SURG 10.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6033","03600622","HC AMBULATORY SURG 10.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6034","03600623","HC AMBULATORY SURG 11.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6035","03600624","HC AMBULATORY SURG 11.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6036","03600625","HC AMBULATORY SURG 11.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6037","03600626","HC AMBULATORY SURG 11.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6038","03600627","HC AMBULATORY SURG 12.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6039","03600628","HC AMBULATORY SURG 12.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6040","03600629","HC AMBULATORY SURG 12.50 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6041","03600630","HC AMBULATORY SURG 12.75 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6042","03600631","HC AMBULATORY SURG 13.00 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
"6043","03600632","HC AMBULATORY SURG 13.25 HRS","360","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",NA,NA,NA
